"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"94afe9aa-6859-46da-8d89-9b656db57428",21,"D","M",4330,4330,"N","S",1,"C","M","RET","L","AMEX","N",433,12,45,"H",10,97,1,"N"
"78a6f887-5fef-4499-9752-b24e02dd5cfb",50,"H","M",15684,15684,"Y","S",1,"C","M","IMT","H","BSA","Y",3137,28,2,"L",10,82,1,"Y"
"7c700c4f-bb93-4b85-96d0-e3c0cbf3a654",57,"B","F",17200,43000,"Y","O",7,"C","S","FSS","H","FLY","N",3440,2,32,"L",10,92,1,"Y"
"13f38a94-9a61-44fc-b23c-0c9266de8a14",35,"P","F",12128,12128,"N","S",1,"C","M","RET","M","CUA","N",606,9,20,"H",10,98,1,"N"
"1faa77df-5d1a-4f98-8d41-6d5bffb02bff",57,"B","F",9578,21072,"N","M",3,"P","S","EDU","M","MBL","Y",2203,24,51,"M",10,66,1,"N"
"6c475b95-33f9-4706-8be1-7c7e9f810681",33,"M","M",7755,7755,"N","S",1,"C","P","EDU","L","PIB","N",388,27,60,"H",10,95,1,"N"
"27d70972-3308-4ed1-8900-bf4407514e3a",49,"H","M",9386,9386,"Y","O",6,"C","M","THR","M","MBL","N",1877,24,25,"M",10,2,1,"N"
"e33eef91-7dfb-484c-a66c-da3b75875751",25,"P","M",5851,5851,"Y","S",1,"P","P","EDU","L","SUN","N",585,26,41,"H",10,77,1,"N"
"dec97215-b659-43b2-8982-08675bc0f6db",47,"M","M",19608,49020,"N","M",2,"P","P","RET","H","AMEX","Y",6314,20,6,"L",10,86,1,"Y"
"5d4ddbeb-6176-49a1-8924-9f5e7e1a11fe",52,"B","F",13335,29337,"Y","O",0,"C","P","CON","M","MEB","Y",2667,26,54,"L",10,79,1,"Y"
"b3c34d64-0dd8-4584-9348-7082084d66a2",55,"H","F",18960,47400,"Y","O",7,"P","M","RET","L","MBL","Y",0,13,2,"H",10,5,0,"N"
"c4059bef-5fd6-4c63-b222-b1073cf659a1",56,"D","F",13080,32700,"Y","O",2,"P","P","MAN","M","VFL","Y",2616,13,56,"L",10,51,1,"Y"
"6c4c6bb4-b784-4102-9ecd-99c18d0529ba",36,"M","F",8749,13124,"N","M",6,"C","S","HOS","M","AMPB","N",503,17,0,"H",10,2,1,"N"
"869f0381-3cf4-4312-8ec2-b05fb6416178",52,"B","M",13551,33878,"Y","M",3,"C","P","IMT","M","CSE","N",4363,21,13,"L",10,14,1,"Y"
"20bb6341-0d10-4ceb-8bf2-dbef993e6b9b",38,"B","F",6902,15184,"N","S",7,"C","M","WHT","L","CBA","N",397,4,30,"H",10,22,1,"N"
"d01b73f5-d945-4dc2-a318-c923b49adbbf",57,"H","M",19140,47850,"Y","S",6,"P","S","EDU","H","CMC","Y",0,17,49,"H",0,51,0,"N"
"43d18f13-81fc-4b44-a290-fe95707a660c",24,"D","M",5718,5718,"N","S",1,"P","M","EGW","L","BOM","N",286,12,47,"H",10,50,1,"N"
"963834ff-e920-40c0-9942-0322ff3bc4c6",34,"D","F",9272,9272,"N","S",1,"C","S","IMT","M","MLC","N",0,20,53,"H",0,56,0,"N"
"a1337d3a-9e61-4034-9774-10984bd215d0",42,"B","F",14269,35673,"Y","M",4,"C","P","WHT","M","CBA","N",2461,6,0,"L",10,95,1,"Y"
"ab47837d-4663-47be-bcd6-eb9df75db295",41,"B","F",18080,18080,"Y","S",1,"C","P","MAN","L","MTP","Y",3616,25,54,"L",10,93,1,"Y"
"9c9bef28-357a-4ee3-9068-aef05581b2c4",54,"B","F",11632,11632,"Y","S",1,"P","M","HAC","M","ING","N",1745,25,4,"M",10,78,1,"N"
"3cb3b310-06c1-4b2f-b2cd-15340d0a4279",47,"H","F",11552,20794,"Y","O",8,"P","S","EDU","M","AMEX","Y",2310,28,7,"M",10,58,1,"Y"
"9e487158-0ae4-4bab-b58f-f623addec7f9",55,"B","F",17709,44273,"Y","O",2,"C","P","HOS","H","CBA","Y",2656,15,56,"L",10,92,1,"Y"
"8f034b97-6bd4-4dc8-9fa4-93702ebaf687",33,"D","F",7280,7280,"N","S",1,"C","P","HOS","L","MBL","Y",364,8,48,"H",10,60,1,"N"
"f277d043-1abc-45d1-af2e-a7800c2c86c6",39,"H","M",7988,7988,"Y","S",1,"C","S","RET","M","CTI","N",799,7,7,"H",10,73,1,"N"
"46b56412-538c-4857-a874-6995df976dd0",35,"H","M",7941,17470,"N","M",3,"P","S","EDU","L","BWA","N",639,8,52,"H",10,95,1,"N"
"ba9d618b-6cc7-47f1-bbe2-fc5a226652ec",44,"D","M",13226,33065,"Y","M",7,"C","M","MAN","M","STG","Y",4258,23,17,"L",20,40,1,"Y"
"7bc1614d-f032-4788-bff8-9b44ecda127d",22,"D","M",4919,7379,"N","S",1,"C","P","IMT","L","BSA","N",396,21,6,"H",10,55,1,"N"
"67535639-2699-417e-a8d0-34eda6cc36dd",33,"M","F",9211,15659,"N","M",6,"P","P","WHT","M","CMC","N",530,9,3,"H",10,96,1,"N"
"39882aef-cb12-49d3-8dc3-b85fcbf20a66",51,"H","F",15085,27153,"Y","M",2,"P","S","THR","H","BOM","Y",3470,21,0,"L",10,87,1,"Y"
"841ccd1d-156f-48ca-8b3e-e4aa5263be40",21,"M","F",4174,8348,"N","O",7,"P","S","IMT","L","BWA","Y",209,14,33,"H",10,72,1,"N"
"62e52640-35c5-4364-91eb-0fcf7831a400",29,"H","M",5956,5956,"N","O",2,"C","M","EDU","L","IOOF","N",298,16,48,"H",10,0,1,"N"
"e041c927-4834-494c-b0f6-6445a79e6163",24,"M","F",4667,9334,"Y","M",1,"C","S","EGW","L","CSP","N",537,26,37,"H",10,88,1,"N"
"57d0819c-0374-48dd-a2ae-f5ee9950e26c",45,"M","F",11685,11685,"Y","S",1,"C","S","EDU","M","AMPS","Y",584,14,28,"H",10,21,1,"N"
"4f553b4b-dc02-44d0-8c3f-4f1262e03307",27,"P","M",5473,12041,"N","S",2,"C","M","EGW","L","MLC","N",441,14,40,"H",10,83,1,"N"
"eec0cec8-aaa5-4fcc-acef-a816260b3e8c",44,"M","F",13946,34865,"N","M",5,"C","M","EDU","M","MTP","Y",3207,16,33,"L",10,75,1,"Y"
"89342b72-d608-418e-99df-1c1f0f87c022",50,"P","M",16677,16677,"Y","O",0,"P","P","TNT","H","AMEX","N",0,21,54,"H",10,25,0,"N"
"087b2050-5cef-45fd-af4a-d7317c1ae202",56,"D","M",19338,19338,"N","S",5,"C","S","THR","H","CBA","Y",0,14,18,"H",10,96,0,"N"
"8052909e-c5f0-4cc5-96f5-219e3feeec0a",27,"B","F",5792,11584,"N","O",1,"P","M","EDU","L","MBL","Y",290,6,51,"H",10,39,1,"N"
"5f87b937-1734-4150-ba31-60a47cdad18f",58,"B","F",11461,25214,"Y","M",0,"C","S","IMT","M","WST","Y",2636,10,25,"L",10,76,1,"Y"
"c2a182ca-797e-4b89-8a78-50f461781a75",31,"D","M",7051,17628,"N","M",5,"C","S","HAC","M","AMPB","N",1135,4,4,"M",10,18,1,"N"
"6cc78859-bf46-4400-a285-e996c4c9976e",33,"D","M",6113,6113,"N","O",8,"P","M","WHT","L","DBL","N",306,3,52,"H",10,3,1,"N"
"88427ec3-0e77-466b-826f-4fb291e61f97",37,"M","F",9890,24725,"N","O",7,"C","P","WHT","M","CSP","Y",495,5,48,"H",10,15,1,"N"
"8d68cbba-0d08-493c-a830-f652e35957f2",37,"D","F",6574,13148,"N","S",2,"C","S","RET","L","PIB","Y",378,14,19,"H",10,21,1,"N"
"26388b75-b3e8-4424-812d-d6f0be7516a9",35,"P","F",6951,6951,"Y","S",1,"C","P","CON","L","AMPB","N",348,30,43,"H",10,15,1,"N"
"36db31eb-c87d-49e2-ade1-61622d4b8a37",26,"D","O",4661,4661,"N","S",3,"P","M","WHT","L","WST","N",0,30,53,"H",10,75,0,"N"
"a36f8b19-0204-437c-8608-d7b2936ca49f",24,"B","F",9878,9878,"N","S",1,"P","P","IMT","L","AMPS","N",494,25,7,"H",10,2,1,"N"
"3227e977-9000-4324-9337-eae8b4812d43",27,"P","F",5852,5852,"N","S",1,"C","S","EGW","L","ANZ","N",293,10,4,"H",10,90,1,"N"
"e126fd04-6fd5-4618-9342-ec5013ff61d0",23,"D","F",5898,11796,"N","O",0,"C","P","RET","L","HPL","N",0,3,8,"H",10,9,0,"N"
"4c9f1c9d-f666-4210-843b-87e11b4323f9",29,"P","F",4600,10120,"N","O",4,"C","M","TNT","L","HPL","N",230,17,25,"H",10,48,1,"N"
"09e15b8b-5fee-4fd8-8032-4bba25c5ad60",42,"M","M",21521,21521,"Y","O",7,"C","P","THR","H","WBC","Y",1076,25,0,"M",10,56,1,"N"
"6da22887-110f-4827-9607-8b1b719d703a",20,"M","M",4086,4086,"N","S",1,"P","P","EDU","L","VFL","N",204,27,30,"H",10,58,1,"N"
"37781100-0c60-4d10-b59a-8e27340af6c5",26,"M","F",5055,5055,"N","S",1,"C","S","TNT","L","MBL","N",253,25,13,"H",10,87,1,"N"
"e9965333-a36e-4c70-a4ff-d584edcfa070",24,"P","M",4415,8830,"N","O",3,"P","S","CON","L","WBC","N",442,18,15,"H",10,9,1,"N"
"4f6c078c-716d-4635-b105-f359903b65f5",34,"D","M",8198,8198,"N","O",0,"P","S","IMT","M","WBC","N",410,15,30,"H",10,4,1,"N"
"2b0df942-92c5-45bf-93a8-177a805aa053",39,"H","M",9542,20992,"Y","M",3,"C","S","IMT","M","DBL","N",768,9,5,"H",10,54,1,"N"
"a94ca18c-01e4-4efc-a52b-eead3791cb49",38,"B","F",7445,7445,"N","S",1,"P","M","RET","M","FLY","Y",745,14,17,"H",10,50,1,"N"
"7d035f18-a84f-4305-a301-0a01f134678b",28,"M","F",4054,4054,"N","S",1,"P","P","AFF","L","BTS","N",203,11,19,"H",10,100,1,"N"
"675cba53-1627-4b44-a053-605ac416e52d",60,"D","M",16264,16264,"Y","S",1,"C","M","EGW","H","WST","Y",0,26,34,"H",10,67,0,"N"
"b222784f-0579-465f-8ba4-73b2bc84ea62",42,"D","M",11136,11136,"Y","O",0,"C","S","AFF","H","NAB","Y",2227,27,5,"L",10,2,1,"Y"
"21c5713a-3de8-4354-8086-cc5542030152",57,"H","M",7399,7399,"Y","O",5,"C","M","EDU","L","MBL","N",1480,7,53,"M",10,89,1,"N"
"c59b8c9a-c19c-4730-8030-e5b52f3151c7",56,"D","F",18591,46478,"Y","M",3,"C","S","EDU","H","CMC","Y",4276,13,19,"L",10,41,1,"Y"
"0c5ba118-313d-44ef-b564-dc1ea20522c9",29,"H","F",5821,12806,"N","S",4,"C","P","RET","L","WBC","N",335,8,22,"H",10,33,1,"N"
"3afa6959-945a-4fc5-8eeb-16adf3f21d06",24,"D","M",5219,5219,"N","O",1,"P","P","THR","L","CSP","N",261,16,35,"H",10,18,1,"N"
"da9c36ce-c886-405c-b5aa-879a2e5585c2",57,"B","F",19080,47700,"N","M",8,"C","P","RET","H","MTP","Y",4388,22,47,"L",10,80,1,"Y"
"bcbf631a-679f-4fb9-8dc5-09d1ba095b21",24,"P","M",6498,6498,"N","S",1,"P","M","TNT","M","CBA","N",650,3,49,"H",10,14,1,"N"
"fc210479-f109-4a9d-92a9-fba31d0034ac",39,"P","M",7625,19063,"Y","M",0,"C","P","RET","M","MTP","N",877,14,25,"M",10,69,1,"N"
"c678b369-128f-4ebe-ab1e-b1b56a1c46a1",57,"D","M",15107,15107,"Y","O",3,"C","S","MAN","M","CBU","Y",3021,14,59,"L",10,29,1,"Y"
"662e96a4-9ae2-490b-958a-fcb83b7ce1cb",30,"D","F",9089,15451,"N","O",8,"P","M","WHT","M","VFL","N",454,28,8,"H",10,71,1,"N"
"9a80717f-790a-4673-b177-c512d933c894",51,"B","F",12288,30720,"Y","O",1,"P","M","EGW","M","CSP","Y",1843,22,30,"M",10,38,1,"N"
"d3522310-ffc5-4c66-a440-0564da740776",21,"P","F",4266,4266,"N","S",1,"C","S","FSS","L","MBL","N",427,30,42,"H",10,61,1,"N"
"710c21d2-203f-4ab7-b957-176a769a40e8",20,"P","M",5900,8850,"N","S",4,"P","P","RET","L","BSA","N",475,23,43,"H",10,26,1,"N"
"d70cf2ff-d66c-4418-b1ca-2b4b068bf6ac",49,"M","F",10259,25648,"Y","M",2,"C","P","IMT","M","AMPB","Y",2360,19,35,"L",10,59,1,"Y"
"ff363cde-b40b-4de3-9df5-8a373792a3b8",48,"B","F",19070,19070,"N","S",1,"P","S","FSS","H","HSB","Y",3814,19,38,"L",10,14,1,"Y"
"d7c4890a-bc4f-4024-97a2-4eaad22da101",33,"M","F",7782,19455,"N","M",0,"C","S","THR","L","HSB","N",895,16,33,"M",10,85,1,"N"
"1ef0ff3e-6780-419e-a1c1-3f74c9d7df55",58,"B","M",9639,9639,"N","O",4,"C","P","EGW","M","SUN","N",1928,18,39,"M",10,33,1,"N"
"a6da3f66-513c-4aa4-8bec-dfc561f133ed",56,"B","M",17606,17606,"Y","O",8,"C","S","RET","M","CBU","N",3521,29,23,"L",10,37,1,"Y"
"ae954af8-7553-42a4-bf8b-e8f6d2263b6c",58,"M","F",15880,39700,"Y","M",8,"P","P","IMT","M","PSP","Y",3652,6,59,"L",10,29,1,"Y"
"1529f0a1-5663-4839-b1a6-80830eb6bcc5",59,"M","M",10865,19557,"Y","M",2,"P","P","HOS","M","BSA","N",3499,7,39,"L",10,17,1,"N"
"f39f5580-3f94-4470-b290-e21586a982b9",48,"B","M",13504,13504,"Y","S",1,"C","M","HAC","M","MEB","Y",0,19,37,"H",20,75,0,"N"
"0828f03d-abd7-44a5-9cd1-de8cfa50a55d",30,"B","F",19630,19630,"N","S",1,"C","M","EDU","L","BOM","Y",982,4,53,"H",10,45,1,"N"
"e9fea679-ad76-45a8-aa6e-9f5b908ffaf5",56,"D","F",12962,12962,"Y","S",1,"P","M","IMT","H","MBL","Y",0,11,3,"H",10,24,0,"N"
"393cdfa0-acad-406f-b5f6-1a6edd12f7c3",21,"B","O",5569,5569,"N","O",7,"P","S","HAC","L","MEB","N",278,2,4,"H",10,43,1,"N"
"89487ae8-ea2e-4b95-a65d-d6ab3310e1c3",55,"B","M",14683,14683,"Y","S",1,"C","M","IMT","M","CBU","N",2937,29,23,"L",10,83,1,"Y"
"2fb7de7a-e620-40bf-a699-5fe911fb7dc5",24,"D","O",9950,9950,"N","M",0,"C","M","WHT","M","UBS","N",573,18,40,"H",10,95,1,"N"
"2eea51c6-1d3a-4047-b24b-528cd81e683f",21,"B","M",4506,9913,"N","S",2,"C","P","TNT","L","MBL","N",0,12,15,"H",50,9,0,"N"
"353a0e77-776e-4675-96e2-a74c2b8e32d9",39,"B","F",9721,9721,"N","S",1,"P","S","THR","M","STG","N",486,23,11,"H",10,75,1,"N"
"60626d6b-5eea-4bb8-bf58-bfb04081f49b",51,"M","M",12862,12862,"Y","O",8,"P","P","IMT","M","AMPB","Y",4572,13,45,"L",10,53,1,"Y"
"6057fc45-c7d4-4786-9d07-3aa189ab0cac",54,"P","M",17027,17027,"Y","S",1,"C","S","HOS","H","FLY","Y",3405,21,38,"L",10,14,1,"Y"
"23b4b7ff-0295-48ed-845a-cb6f464ded7b",55,"D","M",8958,19708,"N","M",7,"P","P","CON","M","HSB","N",2885,28,58,"M",10,14,1,"N"
"ceaf9838-5950-4536-b3b6-09bb7b91975e",24,"B","M",5830,5830,"N","O",2,"P","S","TNT","L","AMPB","N",583,7,50,"H",10,51,1,"N"
"9f37989f-23cb-47b9-9d4e-1453a387e07a",23,"B","M",5835,11670,"N","M",5,"P","M","MAN","L","BWA","Y",940,30,55,"M",10,45,1,"N"
"8d39128a-f561-458e-877e-121755a1b465",56,"B","M",13640,34100,"Y","M",5,"C","M","IMT","M","CTI","Y",4392,24,43,"L",10,31,1,"Y"
"cbee4f9a-4e5f-426d-bb86-2919cce17007",22,"B","M",4028,4028,"N","O",0,"P","M","IMT","L","WBC","N",403,23,51,"H",10,21,1,"N"
"1633314e-4695-432e-aff6-584280cadf4c",26,"M","M",10846,19523,"N","S",4,"C","S","RET","M","ANZ","N",0,14,17,"H",0,97,0,"N"
"4571688a-eacc-4e69-8d82-dafaa0057707",36,"M","M",9977,9977,"N","S",1,"C","S","FSS","M","CBU","N",499,27,25,"H",10,64,1,"N"
"1758097f-9703-4157-8c18-29573b8fc59b",26,"D","M",8703,19147,"N","O",7,"C","P","TNT","M","VFL","N",435,7,28,"H",10,82,1,"N"
"bf6e52e8-a07c-4e4d-bb20-bb4ca9f0d7ca",52,"D","M",17508,43770,"Y","M",6,"P","M","MAN","H","FLY","Y",5638,20,56,"L",10,99,1,"Y"
"905c5b6c-8c51-4a7b-9bdb-d34468719afa",22,"D","F",5771,5771,"N","S",1,"P","P","CON","L","AMEX","N",577,2,58,"H",10,87,1,"N"
"5cf0fb13-c687-4814-82d1-7c961c4fe8ba",45,"M","M",13569,13569,"Y","S",1,"C","S","AFF","M","PIB","Y",678,11,55,"H",10,49,1,"N"
"1256f907-bdc2-48f5-bcd2-0d44f4eceb10",56,"D","M",9926,9926,"Y","S",1,"C","M","HOS","M","MEB","N",1985,11,10,"M",10,56,1,"N"
"798987d4-acf4-4b59-8a41-5f2805739c24",21,"B","F",5723,8585,"N","S",4,"P","P","IMT","L","VFL","N",329,14,44,"H",10,69,1,"N"
"b41241fe-2683-4dea-817e-a4b72926748e",49,"D","M",17765,17765,"Y","O",5,"P","M","THR","M","MLC","Y",3553,30,48,"L",10,62,1,"Y"
"09d60df3-0e30-47ab-8cf4-b7ffcb02e6bd",26,"B","F",6723,14791,"N","S",4,"C","S","HOS","L","SUN","N",386,8,29,"H",10,63,1,"N"
"fc5cffba-9c2f-47bd-b170-2fc333f50e46",38,"D","M",8790,21975,"N","S",8,"C","S","IMT","M","AMPS","N",0,15,31,"H",10,38,0,"N"
"d531217e-29e3-4250-aed8-7753f0c6f644",57,"H","M",14641,14641,"Y","O",7,"C","S","RET","M","CMC","Y",2928,6,47,"L",10,78,1,"Y"
"0ead0be1-b9fb-44ac-be2f-b36484a422b2",21,"B","M",4005,8811,"N","S",8,"C","P","TNT","L","CSE","N",0,23,18,"H",0,16,0,"N"
"2b401fec-8e6e-4437-a007-d1434f091987",24,"H","F",4869,10712,"N","O",0,"C","S","WHT","L","MLC","N",842,20,48,"H",10,40,1,"N"
"2def2a12-a3f7-4665-9c95-6a19a6a4a800",36,"D","M",6636,6636,"N","O",4,"C","M","WHT","L","ANZ","N",772,28,52,"H",10,17,1,"N"
"099fb638-979d-43d4-a486-bffb0ebecfb3",24,"M","M",19367,19367,"N","S",1,"C","S","EGW","H","ING","N",968,13,50,"H",10,0,1,"N"
"1b3b5a3b-c375-4c76-bf02-0449f25ea216",21,"B","F",4450,9790,"N","O",3,"C","M","HAC","L","VFL","N",223,17,34,"H",10,60,1,"N"
"81cc1ee8-24fc-4199-a4f9-d64802182851",28,"B","F",4843,9686,"N","S",1,"P","M","FSS","L","HPL","Y",0,6,3,"H",0,18,0,"N"
"1b80a3d9-70a5-4baa-8ea8-adc2cc2af4f6",45,"D","F",7338,16144,"N","S",7,"C","M","AFF","L","PSP","Y",422,13,58,"H",10,93,1,"N"
"c924d07c-f1c5-424b-a711-074f9fa7e3f2",48,"B","M",12408,12408,"Y","O",5,"C","M","EDU","M","AMPS","Y",2482,19,50,"L",10,85,1,"Y"
"6154d07d-979c-4078-b3a2-df7f58163371",58,"B","M",16544,36397,"Y","M",6,"C","M","TNT","H","BQL","Y",5327,15,60,"L",10,52,1,"Y"
"89229461-678d-49ae-a9c5-b77993f86c90",56,"M","M",10326,10326,"Y","O",4,"C","M","FSS","M","UBS","N",2065,24,8,"L",10,91,1,"Y"
"f6467cda-a10b-40e9-afe7-8af44411d5b4",58,"M","M",17805,17805,"Y","S",1,"C","M","FSS","H","CMC","Y",3561,12,50,"L",10,64,1,"Y"
"d694a6b4-3d01-4722-b957-728a87b5cbbb",25,"M","F",5917,11834,"N","O",8,"C","S","RET","L","CSP","N",592,6,32,"H",10,33,1,"N"
"dc47e054-3548-43c8-b26d-4acf3715fe23",21,"M","M",5509,11018,"Y","M",3,"P","S","MAN","L","BQL","N",887,2,19,"M",10,53,1,"N"
"9c91c3c0-962b-4db4-a55a-0d08d15df118",24,"H","F",4187,8374,"N","O",6,"C","S","EDU","L","IOOF","Y",419,10,53,"H",10,85,1,"N"
"0c326c8c-9f7c-4cce-8fa3-5526c891a0d1",24,"B","M",5388,5388,"N","S",1,"C","M","EDU","L","IOOF","Y",269,3,33,"H",10,79,1,"N"
"54837d83-2fd2-4b82-99de-e698ef2b43ba",21,"M","F",4953,10897,"N","S",1,"P","S","MAN","L","IOOF","N",285,22,44,"H",10,36,1,"N"
"8d7ca76a-18f2-4ac3-a441-827b298caf18",44,"B","M",13030,32575,"Y","M",8,"P","M","THR","M","PIB","Y",1050,12,44,"M",10,70,1,"N"
"0921e6eb-a087-424f-969c-2bb03782e119",46,"B","F",7164,15761,"N","O",3,"C","S","TNT","L","RAMS","N",1433,15,49,"M",10,47,1,"N"
"491f009b-bace-43ef-88ab-613cca7f0325",37,"D","M",7198,15836,"N","M",0,"P","P","HOS","L","HPL","N",580,6,13,"H",10,90,1,"N"
"cebe2c25-e77c-4abc-8a81-145dfbbfc3ee",47,"M","F",11808,11808,"Y","S",1,"C","M","HOS","M","SUN","Y",2362,29,47,"L",10,4,1,"Y"
"1a15ca0d-95d7-4bce-86f4-2ff5eef2f12a",40,"D","F",9211,9211,"Y","S",1,"C","M","IMT","M","MLC","Y",461,2,25,"H",10,42,1,"N"
"a9772006-fb86-4d05-b144-bdfc7e90e8a0",58,"B","M",17440,17440,"Y","O",4,"P","P","TNT","M","MEB","Y",0,24,4,"H",10,6,0,"N"
"8286da5f-ea16-4527-9e0e-f6c45c67ffcc",31,"B","M",9552,9552,"N","S",1,"C","P","IMT","M","AMEX","Y",478,7,16,"H",10,73,1,"N"
"1e81c981-5d32-4895-aa70-a9c281667148",51,"B","M",7536,7536,"Y","O",2,"C","M","HOS","L","WST","N",1507,12,0,"M",10,77,1,"N"
"271c5083-2d02-4d43-a125-dab4bc9464d4",58,"P","F",7876,17327,"Y","M",3,"C","S","FSS","L","AMPS","Y",1811,12,24,"M",10,26,1,"N"
"7360c4cb-a59e-4d5d-be6b-2c2980e8156e",52,"B","M",13919,13919,"Y","S",1,"C","M","TNT","M","IOOF","Y",2784,17,34,"L",10,53,1,"Y"
"3219c7d7-af06-4ade-a4e8-229482500ade",45,"M","F",10062,18112,"Y","O",5,"P","P","HAC","M","PSP","Y",503,12,6,"H",10,76,1,"N"
"2d9ec58d-bcc1-4bc8-94bb-f2cff461befe",54,"D","M",10165,10165,"Y","S",1,"P","S","THR","M","NAB","Y",2033,18,18,"M",10,16,1,"Y"
"dd9a7d21-6ddd-4242-9c6d-2cd8da9fe5b6",51,"M","M",13692,34230,"N","S",8,"C","S","HOS","M","MBL","Y",0,30,13,"H",10,14,0,"N"
"242afdf6-ae1f-4694-ba10-3960f63cd9d0",23,"B","F",4694,4694,"N","S",1,"C","M","RET","L","CBU","N",235,13,5,"H",10,52,1,"N"
"d88863de-3a31-483a-8ec9-502ec95e0e9a",36,"P","M",9927,24818,"N","M",1,"C","S","WHT","M","WBC","Y",1599,23,54,"M",10,7,1,"N"
"59d1a977-340d-474e-987d-5c1d98da7318",56,"D","F",16447,36183,"Y","O",1,"P","S","EGW","H","AMPS","Y",3289,27,24,"L",10,27,1,"Y"
"9f781433-ff70-4c74-a232-7eff818fca8e",56,"B","F",12250,30625,"Y","M",4,"P","P","RET","M","BSA","N",2114,29,56,"L",10,67,1,"Y"
"3e63d78d-e512-4811-9499-b1aa33e90c41",49,"P","M",13738,13738,"Y","O",6,"C","P","AFF","M","WST","Y",2748,25,18,"M",10,59,1,"Y"
"b29828a3-7bc9-4c0d-bce7-1776a155805b",34,"D","F",6688,6688,"N","S",1,"P","S","CON","L","AMEX","N",669,11,9,"H",10,83,1,"N"
"910e72a7-7937-4f8e-b2cd-2871f539a964",36,"D","F",7336,18340,"N","S",6,"C","P","IMT","L","CMC","Y",422,27,51,"H",10,51,1,"N"
"17da13c2-37c2-434c-b2b6-f6324a897b17",47,"D","F",8319,18302,"N","M",2,"C","M","MAN","M","BTS","N",1914,13,49,"M",10,44,1,"N"
"d1cd282a-d7f6-4eac-bbfb-b0578c7be967",35,"M","F",9148,22870,"N","O",2,"P","S","CON","M","AMEX","Y",915,25,6,"M",10,10,1,"N"
"adddabf2-7b69-4e28-8331-1baae385a968",31,"M","F",7416,18540,"N","O",2,"P","M","HAC","H","STG","N",0,8,43,"H",0,96,0,"N"
"2f9268b8-c05e-4297-a004-e2793246e22f",57,"D","M",12386,12386,"Y","S",1,"P","P","RET","M","PIB","Y",2477,12,55,"M",10,13,1,"Y"
"72973f42-502f-41f3-b19a-7c8514a09618",55,"B","F",16093,40233,"Y","M",2,"P","M","HOS","H","MBL","Y",3702,15,42,"L",10,12,1,"Y"
"97706c8c-235c-4d67-aee9-7e1b1abd192e",49,"B","F",14065,35163,"Y","M",0,"P","S","IMT","M","PSP","N",2427,17,34,"L",10,25,1,"Y"
"b436c166-613e-42ba-ad19-4ed48696b656",41,"D","F",13290,33225,"Y","M",7,"C","S","RET","L","BBL","Y",3057,12,12,"L",10,68,1,"Y"
"c0b9421d-8555-4eaa-a503-fdd02d529d30",55,"P","M",17000,17000,"Y","S",1,"P","S","HAC","M","PIB","Y",3400,12,26,"L",10,25,1,"Y"
"6f57bb06-c975-4442-9059-afa0c6285ccb",35,"P","M",7348,7348,"N","S",1,"C","P","CON","L","HPL","N",0,4,8,"H",10,51,0,"N"
"e2f76815-09e5-4a25-8794-c742927cce38",24,"D","M",4531,9062,"N","M",7,"C","P","TNT","L","AMPS","N",729,11,44,"H",10,42,1,"N"
"45717d97-12a4-4a4d-ae31-36acda4804cd",44,"M","F",11552,20794,"Y","O",8,"C","P","RET","M","MTP","Y",578,18,46,"H",10,37,1,"N"
"cab4488d-b52f-425c-9c53-582000bcbbb0",29,"D","M",5250,5250,"N","O",0,"C","S","AFF","L","CBA","N",525,7,55,"H",10,98,1,"N"
"94927dcd-d0bd-4bd0-b79c-3986c9a33e1d",42,"M","M",16654,16654,"Y","O",7,"P","S","EDU","H","VFL","Y",2498,26,37,"L",10,75,1,"Y"
"c1394257-9f0d-4a01-b329-407bf7947ab3",44,"P","M",13954,34885,"Y","M",0,"P","P","MAN","M","CSE","Y",4494,25,52,"L",10,88,1,"Y"
"ef0a64f1-cd30-479f-84f7-7db180a6237b",28,"M","M",4923,9846,"Y","M",7,"P","P","CON","L","WBC","N",566,4,45,"H",10,7,1,"N"
"de0751c1-d6c1-4f42-b86a-2d91562bec53",43,"H","M",19192,47980,"Y","M",6,"P","P","THR","H","CSP","Y",6179,13,1,"L",10,11,1,"Y"
"204170cd-2295-4edf-917f-48596a7e7aeb",22,"B","M",5391,11860,"N","S",6,"C","M","HAC","L","UBS","N",435,7,49,"H",10,95,1,"N"
"6f660239-c378-45ad-8726-951fb8ac0fb0",23,"P","F",5860,5860,"N","S",1,"P","S","HAC","L","BWA","N",0,11,7,"H",10,42,0,"N"
"a8d07a17-79e1-4605-935a-2bebaf744afa",27,"H","M",5939,5939,"N","O",0,"P","S","IMT","L","NAB","Y",594,9,29,"H",10,32,1,"N"
